Ticker,LogoURL
"MMM","https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/3M_wordmark.svg/175px-3M_wordmark.svg.png"
"AOS","https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/AO_Smith_logo.svg/220px-AO_Smith_logo.svg.png"
"ABT","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Abbott_Laboratories_logo.svg/220px-Abbott_Laboratories_logo.svg.png"
"ABBV","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/AbbVie_logo.svg/220px-AbbVie_logo.svg.png"
"ACN","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Accenture.svg/220px-Accenture.svg.png"
"ADBE","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Adobe_Corporate_logo.svg/240px-Adobe_Corporate_logo.svg.png"
"AMD","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/AMD_Logo.svg/220px-AMD_Logo.svg.png"
"AES","https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png"
"AFL","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"A","https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Agilent.svg/250px-Agilent.svg.png"
"APD","https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Logo_Air_Products.svg/220px-Logo_Air_Products.svg.png"
"ABNB","https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Airbnb_Logo_B%C3%A9lo.svg/220px-Airbnb_Logo_B%C3%A9lo.svg.png"
"AKAM","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"ALB","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Albermarle_Corporation.svg/280px-Albermarle_Corporation.svg.png"
"ARE","https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Alexandria_Real_Estate_Equities_logo.png/220px-Alexandria_Real_Estate_Equities_logo.png"
"ALGN","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Align_Technology.png/120px-Align_Technology.png"
"ALLE","https://upload.wikimedia.org/wikipedia/en/e/e4/Allegion_logo.png"
"LNT","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Alliant_Energy_logo.svg/220px-Alliant_Energy_logo.svg.png"
"ALL","https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Allstate_logo.svg/220px-Allstate_logo.svg.png"
"GOOGL","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"GOOG","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"MO","https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Altria_logo.svg/220px-Altria_logo.svg.png"
"AMZN","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"AMCR","https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Amcor_logo.png/175px-Amcor_logo.png"
"AEE","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Ameren_logo.svg/200px-Ameren_logo.svg.png"
"AAL","https://upload.wikimedia.org/wikipedia/en/thumb/8/83/American_Airlines_Group_logo.svg/220px-American_Airlines_Group_logo.svg.png"
"AEP","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/AEP_logo.svg/220px-AEP_logo.svg.png"
"AXP","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/American_Express_logo_%282018%29.svg/150px-American_Express_logo_%282018%29.svg.png"
"AIG","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/AIG_new_logo.svg/250px-AIG_new_logo.svg.png"
"AMT","https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/American_Tower_Corporation_logo.svg/220px-American_Tower_Corporation_logo.svg.png"
"AWK","https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/American_Water_%28company%29_Logo.svg/220px-American_Water_%28company%29_Logo.svg.png"
"AMP","https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Ameriprise_Financial_logo.svg/220px-Ameriprise_Financial_logo.svg.png"
"AME","https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Ametek_Logo.svg/220px-Ametek_Logo.svg.png"
"AMGN","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"APH","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Logo_Amphenol.svg/240px-Logo_Amphenol.svg.png"
"ADI","https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Analog_Devices_Logo.svg/200px-Analog_Devices_Logo.svg.png"
"ANSS","https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Ansys_logo_%282019%29.svg/220px-Ansys_logo_%282019%29.svg.png"
"AON","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Aon_Corporation_logo.svg/220px-Aon_Corporation_logo.svg.png"
"APA","https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png"
"AAPL","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"AMAT","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Applied_Materials_Inc._Logo.svg/175px-Applied_Materials_Inc._Logo.svg.png"
"APTV","https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Aptiv_logo.svg/220px-Aptiv_logo.svg.png"
"ACGL","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"ADM","https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Archer_Daniels_Midland_logo.svg/130px-Archer_Daniels_Midland_logo.svg.png"
"ANET","https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Arista-networks-logo.svg/220px-Arista-networks-logo.svg.png"
"AJG","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"AIZ","https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Assurant_logo.svg/220px-Assurant_logo.svg.png"
"T","https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/AT%26T_logo_2016.svg/220px-AT%26T_logo_2016.svg.png"
"ATO","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Atmos_Energy_Logo.svg/220px-Atmos_Energy_Logo.svg.png"
"ADSK","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"ADP","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Automatic_Data_Processing_%28logo%29.svg/175px-Automatic_Data_Processing_%28logo%29.svg.png"
"AZO","https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/AutoZone_logo.svg/250px-AutoZone_logo.svg.png"
"AVB","https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Avalon-Bay-logo.jpg/220px-Avalon-Bay-logo.jpg"
"AVY","https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Avery_Dennison_logo_red.png/220px-Avery_Dennison_logo_red.png"
"AXON","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/AXON_Company_logo.svg/220px-AXON_Company_logo.svg.png"
"BKR","https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Baker_Hughes_logo.svg/220px-Baker_Hughes_logo.svg.png"
"BALL","https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Logo_Ball_Corporation.svg/150px-Logo_Ball_Corporation.svg.png"
"BAC","https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bank_of_America_logo.svg/250px-Bank_of_America_logo.svg.png"
"BK","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/BNY_Mellon.svg/220px-BNY_Mellon.svg.png"
"BBWI","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Bath_%26_Body_Works_logo.svg/220px-Bath_%26_Body_Works_logo.svg.png"
"BAX","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Baxter.svg/220px-Baxter.svg.png"
"BDX","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ambox_current_red_Asia_Australia.svg/42px-Ambox_current_red_Asia_Australia.svg.png"
"BRK.B","https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Berkshire_Hathaway.svg/220px-Berkshire_Hathaway.svg.png"
"BBY","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"BIO","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"TECH","https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Bio-Techne_logo.svg/220px-Bio-Techne_logo.svg.png"
"BIIB","https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Biogen.svg/220px-Biogen.svg.png"
"BLK","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/BlackRock_wordmark.svg/220px-BlackRock_wordmark.svg.png"
"BX","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/The_Blackstone_Group_logo_%282%29.svg/220px-The_Blackstone_Group_logo_%282%29.svg.png"
"BA","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Boeing_full_logo.svg/260px-Boeing_full_logo.svg.png"
"BKNG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Booking_Holdings_Inc._Logo.svg/220px-Booking_Holdings_Inc._Logo.svg.png"
"BWA","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Unbalanced_scales.svg/45px-Unbalanced_scales.svg.png"
"BXP","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png"
"BSX","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"BMY","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Bristol-Myers_Squibb_logo_%282020%29.svg/220px-Bristol-Myers_Squibb_logo_%282020%29.svg.png"
"AVGO","https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Broadcom_Ltd_Logo.svg/250px-Broadcom_Ltd_Logo.svg.png"
"BR","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Broadridge_Financial_Solutions_Logo.svg/220px-Broadridge_Financial_Solutions_Logo.svg.png"
"BRO","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/BB004-Hor-RGB_1000px_digital.png/220px-BB004-Hor-RGB_1000px_digital.png"
"BF.B","https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Brown%E2%80%93Forman_logo.svg/220px-Brown%E2%80%93Forman_logo.svg.png"
"BLDR","https://upload.wikimedia.org/wikipedia/en/c/ce/Builders_FirstSource_Logo.png"
"BG","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Bunge_Limited_Logo.svg/220px-Bunge_Limited_Logo.svg.png"
"CDNS","https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Cadence-Logo.svg/220px-Cadence-Logo.svg.png"
"CZR","https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Caesars_Entertainment_logo_2020.svg/220px-Caesars_Entertainment_logo_2020.svg.png"
"CPT","https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Camden_Property_Trust_logo.png/220px-Camden_Property_Trust_logo.png"
"CPB","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Campbell%27s_2021.svg/200px-Campbell%27s_2021.svg.png"
"COF","https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Capital_One_logo.svg/220px-Capital_One_logo.svg.png"
"CAH","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Cardinal_Health_Logo.svg/250px-Cardinal_Health_Logo.svg.png"
"KMX","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/CarMax_New_Logo.svg/250px-CarMax_New_Logo.svg.png"
"CCL","https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Carnival_Corporation_%26_plc_%28logo%29.svg/220px-Carnival_Corporation_%26_plc_%28logo%29.svg.png"
"CARR","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Logo_of_the_Carrier_Corporation.svg/220px-Logo_of_the_Carrier_Corporation.svg.png"
"CTLT","https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Coin_Icon.svg/50px-Coin_Icon.svg.png"
"CAT","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Caterpillar_logo.svg/250px-Caterpillar_logo.svg.png"
"CBOE","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cboe_Global_Markets_Logo.svg/220px-Cboe_Global_Markets_Logo.svg.png"
"CBRE","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"CDW","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"CE","https://upload.wikimedia.org/wikipedia/en/0/00/CelaneseLogo.png"
"COR","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"CNC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Centene_Corporation_Logo.svg/220px-Centene_Corporation_Logo.svg.png"
"CNP","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"CF","https://upload.wikimedia.org/wikipedia/en/thumb/7/78/CF_Industries_New_Logo.svg/220px-CF_Industries_New_Logo.svg.png"
"CHRW","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/C._H._Robinson_logo.svg/220px-C._H._Robinson_logo.svg.png"
"CRL","https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Charles_River_Laboratories_Logo.svg/220px-Charles_River_Laboratories_Logo.svg.png"
"SCHW","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Charles_Schwab_Corporation_logo.svg/110px-Charles_Schwab_Corporation_logo.svg.png"
"CHTR","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Charter_Communications_logo.svg/220px-Charter_Communications_logo.svg.png"
"CVX","https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Chevron_Logo.svg/120px-Chevron_Logo.svg.png"
"CMG","https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Chipotle_Mexican_Grill_logo.svg/220px-Chipotle_Mexican_Grill_logo.svg.png"
"CB","https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Chubb-Limited-logo.svg/290px-Chubb-Limited-logo.svg.png"
"CHD","https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Church_%26_Dwight_logo.svg/149px-Church_%26_Dwight_logo.svg.png"
"CI","https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Cigna_logo.svg/220px-Cigna_logo.svg.png"
"CINF","https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Cincinnati-Financial.png/220px-Cincinnati-Financial.png"
"CTAS","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Cintas_logo_%282%29.svg/220px-Cintas_logo_%282%29.svg.png"
"CSCO","https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Cisco_logo_blue_2016.svg/220px-Cisco_logo_blue_2016.svg.png"
"C","https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Citi_logo_March_2023.svg/100px-Citi_logo_March_2023.svg.png"
"CFG","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Citizens_Financial_Group_logo.svg/220px-Citizens_Financial_Group_logo.svg.png"
"CLX","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/The_Clorox_Company_logo%2C_2021.svg/220px-The_Clorox_Company_logo%2C_2021.svg.png"
"CME","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/CME_Group_Logo.svg/220px-CME_Group_Logo.svg.png"
"CMS","https://upload.wikimedia.org/wikipedia/en/thumb/3/36/CMS_Energy_logo.png/220px-CMS_Energy_logo.png"
"KO","https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/The_Coca-Cola_Company_%282020%29.svg/220px-The_Coca-Cola_Company_%282020%29.svg.png"
"CTSH","https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Cognizant_logo_2022.svg/220px-Cognizant_logo_2022.svg.png"
"CL","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Colgate-Palmolive_logo.svg/220px-Colgate-Palmolive_logo.svg.png"
"CMCSA","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Comcast_logo.svg/220px-Comcast_logo.svg.png"
"CMA","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Comerica-new-logo.svg/220px-Comerica-new-logo.svg.png"
"CAG","https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Conagra_brands_logo17.png/200px-Conagra_brands_logo17.png"
"COP","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/ConocoPhillips_Logo.svg/200px-ConocoPhillips_Logo.svg.png"
"ED","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/ConEd_logo.svg/220px-ConEd_logo.svg.png"
"STZ","https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Constellation_Brands_Logo.png/200px-Constellation_Brands_Logo.png"
"CEG","https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Constellation_Energy.png/250px-Constellation_Energy.png"
"COO","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"CPRT","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Unbalanced_scales.svg/45px-Unbalanced_scales.svg.png"
"GLW","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"CTVA","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Corteva_logo.svg/220px-Corteva_logo.svg.png"
"CSGP","https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Costar_group_logo.png/250px-Costar_group_logo.png"
"COST","https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Costco_Wholesale_logo_2010-10-26.svg/250px-Costco_Wholesale_logo_2010-10-26.svg.png"
"CTRA","https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Coterra_Logo.svg/220px-Coterra_Logo.svg.png"
"CCI","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Crown_Castle_Logo.svg/220px-Crown_Castle_Logo.svg.png"
"CSX","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/CSX_transp_logo.svg/150px-CSX_transp_logo.svg.png"
"CMI","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Cummins_logo.svg/220px-Cummins_logo.svg.png"
"CVS","https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/CVS_Health_Logo.svg/270px-CVS_Health_Logo.svg.png"
"DHR","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"DRI","https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Darden_logo.svg/220px-Darden_logo.svg.png"
"DVA","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/DaVita_Inc_logo.png/220px-DaVita_Inc_logo.png"
"DAY","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Dayforce_logo.jpg/220px-Dayforce_logo.jpg"
"DE","https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/John_Deere_logo.svg/220px-John_Deere_logo.svg.png"
"DAL","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"XRAY","https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png"
"DVN","https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Devon-Energy-Logo.svg/220px-Devon-Energy-Logo.svg.png"
"DXCM","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"FANG","https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Diamondback_Energy%2C_Logo_2022.svg/220px-Diamondback_Energy%2C_Logo_2022.svg.png"
"DLR","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"DFS","https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Discover_Card_logo.svg/200px-Discover_Card_logo.svg.png"
"DG","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Dollar_General_logo.svg/250px-Dollar_General_logo.svg.png"
"DLTR","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Dollar_Tree_logo.svg/220px-Dollar_Tree_logo.svg.png"
"D","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dominion_Energy_logo.svg/220px-Dominion_Energy_logo.svg.png"
"DPZ","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/DominosPizza.svg/250px-DominosPizza.svg.png"
"DOV","https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png"
"DOW","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Dow_Chemical_Company_logo.svg/200px-Dow_Chemical_Company_logo.svg.png"
"DHI","https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/D._R._Horton_logo.svg/220px-D._R._Horton_logo.svg.png"
"DTE","https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/DTE_Logo_Blue.svg/220px-DTE_Logo_Blue.svg.png"
"DUK","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Duke_Energy_logo.svg/200px-Duke_Energy_logo.svg.png"
"DD","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/DuPont_logo.svg/137px-DuPont_logo.svg.png"
"EMN","https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Eastman_Chemical_Company_logo.svg/220px-Eastman_Chemical_Company_logo.svg.png"
"ETN","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Eaton_Corporation_logo.svg/220px-Eaton_Corporation_logo.svg.png"
"EBAY","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/EBay_logo.svg/220px-EBay_logo.svg.png"
"ECL","https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Ecolab.svg/220px-Ecolab.svg.png"
"EIX","https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png"
"EW","https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Edwards_Lifesciences_logo.png/150px-Edwards_Lifesciences_logo.png"
"EA","https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png"
"ELV","https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Elevance_Health_logo.svg/220px-Elevance_Health_logo.svg.png"
